,GroundTruth,GroundTruth_DB,FairDEN_v1_min_pts_11_wo_cat,FairDEN_v1_min_pts_13_wo_cat,FairDEN_v1_min_pts_15_wo_cat,FairDEN_v1_min_pts_10_wo_cat
1907,0,0,0,0,1,0
1908,0,0,1,1,1,1
1909,0,0,0,0,1,0
1910,0,0,1,1,0,1
1911,1,0,1,1,0,1
1912,1,0,0,0,1,0
1913,0,0,0,0,1,0
1914,0,0,0,0,1,0
1915,0,0,1,1,0,0
1916,0,0,0,0,1,0
1917,0,0,0,0,1,0
1918,0,0,0,0,1,0
1919,0,0,0,0,1,0
1920,1,0,1,1,0,1
1921,0,0,0,0,1,0
1922,1,-1,1,1,0,1
1923,0,0,0,0,1,0
1924,0,0,0,0,1,0
1925,0,0,0,0,1,0
1926,0,0,0,0,1,0
1927,0,0,1,1,0,1
1928,1,0,0,0,1,0
1929,0,0,1,1,0,1
1930,0,0,1,1,0,1
1931,0,0,0,0,1,0
1932,0,0,0,0,1,0
1933,0,0,0,0,1,0
1934,0,0,0,0,1,0
1935,0,0,0,0,1,0
1936,0,0,1,1,0,1
1937,1,0,0,0,1,0
1938,0,0,0,0,1,0
1939,0,0,0,0,1,0
1940,1,1,1,1,0,1
1941,0,0,0,0,1,0
1942,0,0,0,0,1,0
1943,0,0,0,0,1,0
1944,0,0,1,1,0,1
1945,0,0,0,0,1,0
1946,1,0,1,1,0,1
1947,0,0,0,0,1,0
1948,0,0,0,0,1,0
1949,0,0,1,1,0,1
1950,1,0,0,0,1,0
1951,1,0,0,0,1,0
1952,0,0,0,0,1,0
1953,0,0,0,0,1,0
1954,0,0,0,0,1,0
1955,0,0,0,0,1,0
1956,0,0,0,0,1,0
1957,0,0,0,0,1,0
1958,0,0,1,1,0,1
1959,0,0,0,0,1,0
1960,1,0,1,1,0,1
1961,1,0,1,1,0,1
1962,0,0,0,0,1,0
1963,0,0,0,0,1,0
1964,0,0,1,1,0,1
1965,0,0,1,1,0,1
1966,1,0,0,0,1,0
1967,0,0,0,0,1,0
1968,0,0,0,1,0,0
1969,1,0,0,0,1,0
1970,0,0,0,0,1,0
1971,0,0,0,0,1,0
1972,1,0,0,0,1,0
1973,0,0,1,1,0,1
1974,0,0,0,0,1,0
1975,0,0,0,0,1,0
1976,1,0,1,1,0,1
1977,1,0,1,1,0,1
1978,0,0,1,1,1,1
1979,1,0,0,0,1,0
1980,0,0,0,0,1,0
1981,0,0,0,0,1,0
1982,0,0,0,0,1,0
1983,0,0,0,0,1,0
1984,0,0,0,0,1,0
1985,0,0,0,1,0,0
1986,1,1,1,1,0,1
1987,0,-1,1,1,0,1
1988,0,0,1,1,0,1
1989,0,0,0,0,1,0
1990,0,0,1,1,0,1
1991,0,0,1,1,0,1
1992,1,0,0,0,1,0
1993,0,0,0,0,1,0
1994,0,0,0,0,1,0
