,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10
34500,4,28,110145,5,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,4,1,4,5,5,4,5,8,1,1,9,0,5
34086,4,35,233786,9,0,40,0,0,0,0,0,0,1,2,1,1,1,2,0,0,0,4,1,6,1,6,6,7,6,1,0,4,4,8,8
15273,4,41,188738,9,0,27,0,0,0,0,0,1,1,1,0,0,1,1,2,3,5,3,4,4,6,1,5,6,5,4,4,1,0,4,1
4057,4,40,510072,13,0,55,1,0,1,0,1,2,0,0,3,3,0,0,3,0,3,2,2,3,3,5,3,0,0,5,2,6,2,9,0
31576,2,20,347935,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
25295,4,17,266134,6,0,12,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,8,6,3
16290,4,54,249322,13,7688,50,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,2,3,5,2,5,4,8,2,4,1
8570,4,20,164574,9,0,30,0,0,0,0,0,0,0,2,1,0,3,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
46298,4,69,47341,14,0,5,0,0,1,1,1,2,1,1,2,0,1,3,2,3,4,3,4,2,6,1,4,6,5,0,5,1,6,7,1
19815,2,56,136472,4,0,48,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,7,5,5,2,4,1,3,4,1
9401,4,39,33975,9,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,3,5,1,3,8,6,7,0,5,6
38603,4,60,176731,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
23837,4,28,109621,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4
465,4,37,126708,9,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6
43027,4,29,193932,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
44516,1,41,79586,13,0,60,1,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1
9693,4,36,153976,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6
40744,4,53,96062,5,0,50,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,3,0,5
47630,4,20,336101,10,0,30,0,0,0,0,0,0,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0
10151,4,17,297246,7,0,9,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,5,2,4,1,3,1,2,3,2,8,6,3
45818,4,32,178449,9,0,50,0,0,0,0,1,0,1,1,1,1,1,1,0,3,1,0,0,0,0,5,0,1,3,4,6,7,5,1,6
24388,4,39,257942,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,5,7,1,3,6,6,8,3,1,1
19453,4,54,185936,5,0,15,0,0,1,0,0,2,1,1,2,1,1,3,2,3,4,3,4,2,6,1,3,4,5,0,1,1,6,0,5
9731,4,29,86613,2,0,20,0,0,1,0,0,2,1,2,2,0,0,3,2,2,4,3,5,2,4,4,4,4,5,0,1,1,6,0,5
40367,4,22,54560,9,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,3,7,1,3,6,6,7,3,1,6
39077,4,58,179781,13,0,70,1,0,1,1,1,2,2,0,2,2,2,0,0,1,3,5,3,3,5,5,3,1,3,5,6,8,6,1,1
25210,4,23,183945,10,0,60,0,0,0,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,5,1,3,6,6,7,9,1,6
3272,4,33,231043,9,0,50,1,0,0,0,0,0,1,1,1,1,1,1,0,0,5,0,0,4,0,5,0,1,3,4,6,7,5,1,6
41239,4,20,190916,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
43304,4,56,337065,4,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,5,4,5,1,4,5,2,1,1,8,0,5
34330,4,75,226593,9,0,20,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
39042,4,28,228075,3,0,40,0,0,1,0,0,1,1,1,0,1,0,4,2,3,2,3,2,5,4,5,7,4,5,2,1,1,3,0,5
33244,4,57,27385,10,0,48,1,0,1,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7
20506,4,42,120837,9,0,48,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,5,0,1,3,4,6,7,5,1,6
32673,4,33,90409,13,0,45,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
25002,4,40,165108,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
36986,4,28,230503,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
3396,2,47,55377,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
12496,4,50,27484,9,0,50,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,1,7,1,5,6,8,1,9,3,6
5733,4,42,196001,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,3,1,6,1,6,2,6,6,3,8,4,1,3,8
39120,4,32,228873,7,7298,60,1,0,1,0,1,2,1,1,2,1,1,0,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6
21345,4,34,170276,13,0,10,1,0,1,0,0,2,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
24479,4,40,88368,10,914,40,0,0,0,0,0,0,1,1,1,1,3,2,0,3,1,4,0,0,1,3,6,7,7,1,8,0,4,5,2
8279,4,24,41356,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2
29153,4,43,172364,9,0,48,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,4,0,0,5,6,1,3,1,8,7,4,3,6
12287,4,22,112164,10,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
35633,4,23,164901,10,0,20,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
14314,2,19,188008,10,0,20,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
6985,4,18,125441,7,1055,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
45257,2,29,336167,9,0,30,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1
46013,4,27,132412,6,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,0,1,4,5,5,4,5,8,1,1,9,0,5
39177,4,58,143266,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
23826,4,36,126675,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,0,2,1
46268,4,36,230329,16,7298,40,1,0,1,1,1,2,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,2,1
476,4,17,211870,5,0,6,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
6648,4,46,276087,9,5013,50,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,8,3,0
16429,4,23,42706,10,0,45,0,0,0,0,0,0,1,1,0,1,3,1,1,4,5,4,0,4,1,3,5,7,7,4,0,0,0,5,2
9195,4,47,344157,7,0,40,0,0,1,0,1,1,1,1,0,1,0,4,2,0,2,3,2,1,3,5,7,0,0,6,2,6,3,0,0
1590,4,65,207281,10,0,16,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
33524,4,53,53833,10,0,32,1,0,0,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7
43742,1,33,205249,14,0,55,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
6975,4,63,346975,13,7688,36,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,5,4,5,5,0,4,8,6,4,1
43536,4,65,220788,14,0,60,0,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,1,5,2,2,4,8,8,4,1
22585,4,28,181776,10,0,40,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
30760,4,44,248876,13,0,50,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
30838,4,31,44464,13,0,60,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,3,6,7,7,3,1,6
12788,4,18,270544,8,0,30,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3
22954,4,48,101684,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
26491,4,18,201686,7,0,4,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,8,6,3
12627,4,21,219086,9,0,35,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
30491,4,37,29145,11,0,40,0,0,0,0,1,1,1,1,0,1,3,1,0,4,5,4,0,4,1,3,5,7,7,8,4,0,0,5,2
39285,4,22,199005,12,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,0,6,2,2,1,7,3,5,2,4
12088,4,26,179772,13,0,45,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
34985,4,36,171393,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
17271,4,70,143833,10,0,40,1,0,0,1,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7
45700,4,20,134815,5,0,40,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,0,1,4,5,7,4,5,6,1,1,3,0,5
11933,4,46,28334,9,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
9284,4,43,352005,13,15024,45,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,5,3,5,2,0,4,8,6,4,1
38803,4,23,181820,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
13660,4,57,110417,10,0,75,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,3,1,3,5,6,7,2,1,6
4351,4,53,199720,16,15024,60,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,2,4,5,2,0,4,8,6,4,1
26300,4,19,216804,4,0,33,0,0,1,0,0,1,1,2,3,1,0,0,2,3,3,3,2,3,4,5,1,4,5,2,1,1,8,0,5
45206,4,57,191873,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
42991,1,29,375313,10,0,45,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,4,4,1,0,4,1
2874,4,38,115433,12,7688,33,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,2,3,5,2,5,4,8,2,4,1
17912,4,43,102180,14,0,50,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
1811,4,35,183898,11,7298,50,1,0,1,1,1,1,2,1,3,2,1,0,4,3,3,3,4,3,0,5,3,5,5,5,4,1,8,4,1
17841,4,40,187702,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
18955,2,30,366065,10,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
46963,4,38,39089,9,6849,50,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,4,0,5,0,3,1,5,7,2,4,0,8,5,2
24985,2,48,149210,13,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
40949,4,27,222442,10,0,25,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
38365,4,20,358355,5,0,40,0,0,1,0,0,1,0,2,3,3,0,0,3,0,3,2,2,5,3,5,1,4,0,2,1,6,8,0,5
30053,4,34,193285,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
16922,4,50,104501,14,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
17730,4,18,234953,10,0,25,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3
43546,4,61,149648,7,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,6,1,7,6,5,6,8,1,3,3,7
33343,1,35,77792,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
6526,4,34,157289,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8
23628,2,36,255454,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
21848,4,21,136873,10,0,10,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
47757,4,39,139770,14,0,30,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,3,2,1
3953,4,42,44121,14,0,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1
7786,2,26,261278,10,0,30,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,0,4,1
18659,2,43,122473,5,0,40,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,9,4,1
11886,4,55,258648,6,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,4,1,7,4,5,6,1,1,3,0,5
34476,4,45,192360,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
11090,4,41,185616,9,0,40,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,4,1,6,1,6,2,7,6,3,8,4,1,3,8
10822,4,34,154548,10,0,38,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8
45214,1,55,79011,9,0,70,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,5,0,5,1,5,5,2,4,1,3,4,1
35966,4,68,353524,4,0,60,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,4,1,4,4,5,7,1,1,7,0,5
8517,4,27,330132,13,0,40,1,0,0,1,1,1,2,0,0,3,0,1,3,0,5,2,2,1,3,5,5,0,0,8,2,6,9,9,0
13571,4,21,48121,10,0,10,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3
32155,4,43,191712,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
28556,4,51,79324,10,0,40,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7
22330,4,40,48087,9,7298,45,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,4,0,5,1,3,1,7,7,2,4,0,8,5,2
39066,4,62,97950,13,0,6,0,0,1,1,1,2,1,1,2,0,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,1
47815,0,51,27804,10,0,35,0,0,0,0,1,1,1,1,0,1,1,1,0,3,5,3,4,4,0,5,5,5,5,8,4,1,9,4,1
17965,4,48,378221,13,0,60,1,0,1,1,1,1,2,0,0,3,2,4,3,0,2,2,2,5,3,5,1,0,0,2,2,6,8,9,0
32990,4,48,67716,14,7688,50,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,2,3,5,2,5,4,8,2,4,1
30762,4,41,359696,13,15024,60,1,0,1,1,1,2,2,0,2,2,1,3,4,3,4,3,4,2,0,5,4,5,2,0,4,8,6,4,1
29789,4,61,167347,10,0,35,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,5,6,5,4,8,1,0,3,7
18173,4,22,160398,10,0,38,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
22581,4,53,283602,14,15024,40,1,0,1,1,1,2,2,0,2,2,2,3,4,3,3,3,4,3,0,2,3,5,2,0,4,8,6,4,1
13256,4,55,170287,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7
31228,4,36,199346,14,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1
8870,4,52,245275,6,0,35,0,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5
6758,4,30,378723,10,0,55,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
37813,4,23,244480,10,0,15,0,0,0,0,0,0,0,2,1,0,0,2,1,2,1,1,5,0,2,4,6,3,1,1,3,2,5,6,3
47510,4,54,20795,9,0,40,0,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,0,3,7
31372,1,39,72338,14,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
4850,4,18,168288,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
33608,4,18,36779,7,0,20,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,7,3,1,2,3,2,3,6,3
31180,4,26,30793,13,0,55,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,2,1
47843,4,60,288684,3,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,5,3,4,5,5,1,1,8,0,5
6809,4,44,71269,10,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,4,8,7,0,4,6
19951,4,32,27051,13,0,44,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,0,2,1
34000,4,32,149368,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
42463,4,67,219687,10,0,18,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
38725,4,19,179422,9,0,35,0,0,0,0,0,0,0,2,1,0,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
35829,1,44,69236,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
46119,4,52,24185,9,0,84,0,0,1,1,1,2,1,1,2,1,1,0,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6
5071,4,35,170797,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
32378,4,34,382078,13,3103,50,1,0,1,1,1,1,2,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0
13883,1,23,226891,9,0,20,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1
2954,2,26,240842,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1
47926,4,36,202207,9,0,69,1,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6
29431,4,30,77689,13,7688,50,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,5,2,5,7,8,2,4,1
35568,4,76,217043,6,0,15,0,0,1,0,1,2,1,1,2,0,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,5
8297,4,25,191921,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9
19888,4,30,40338,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2
9064,4,37,108913,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,0,6,1,3,2,7,7,3,0,0,1,5,2
29440,4,22,190903,7,0,20,0,0,0,0,0,1,0,2,0,0,0,1,1,2,2,1,5,1,2,4,5,3,1,8,3,2,9,6,3
30000,4,56,140558,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
36711,4,84,157778,10,0,6,0,0,1,0,1,2,1,1,2,0,1,0,2,3,3,3,4,3,6,1,3,6,5,0,5,1,6,7,1
24978,4,29,95423,9,0,80,0,0,1,1,1,1,1,1,3,1,1,0,0,3,3,0,0,3,4,5,1,1,3,2,6,7,8,1,6
41610,4,51,279452,3,0,70,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,0,4,2,4,5,4,4,5,7,1,1,7,0,5
16071,4,17,53611,8,0,6,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3
39061,4,43,281315,10,0,42,0,0,0,0,1,0,0,1,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,3,0
34868,4,24,234259,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9
19361,4,36,198587,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1
4448,4,19,246226,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,1,0,1,4,1,0,1,0,6,7,4,1,0,5,5,8,9
45144,4,46,106662,13,99999,55,1,1,1,1,1,2,2,0,-1,2,1,-1,4,3,-1,3,4,-1,0,2,-1,5,5,-1,4,8,-1,4,1
40920,1,33,93034,11,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1
40788,4,28,167737,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4
40923,4,38,166549,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6
12783,4,29,138332,10,0,6,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,1,3,1,2,3,2,3,6,3
36130,4,31,256680,12,0,40,0,0,0,1,1,0,2,0,1,3,2,1,3,1,5,5,3,4,5,2,0,2,0,4,7,3,5,2,4
18786,4,31,209538,10,0,55,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,0,1,6
4538,4,33,264936,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,1,0,3,6,6,0,6,1,2,4,4,8,8
26178,4,22,409230,8,0,40,0,0,0,0,0,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0
4613,4,36,130926,13,3674,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,9,2,1
44384,4,56,127264,10,0,34,0,0,0,1,1,1,1,1,0,1,1,1,2,3,5,3,4,4,6,1,5,6,5,8,8,1,0,3,7
12200,2,46,265554,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
35803,4,63,151364,9,0,25,0,0,1,0,1,1,1,1,0,0,1,4,2,3,2,3,4,1,6,1,7,6,5,6,5,1,3,7,1
24551,4,46,72896,5,0,43,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,1,4,1,7,4,5,6,1,1,9,0,5
33222,4,31,186369,5,0,40,0,0,0,0,0,1,1,1,0,1,1,1,2,3,2,3,4,1,4,5,5,4,5,8,1,1,9,0,5
3994,4,37,295949,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0
43434,4,45,211399,14,7298,40,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,5,0,2,1,5,2,2,4,8,8,4,1
35356,4,22,333197,9,0,45,0,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0
2213,4,60,131852,3,0,30,1,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,1,4,5,2,1,1,8,0,5
1114,4,34,290763,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,6,6,0,0,1,2,6,4,9,0
15621,4,48,130812,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7
19185,2,45,144940,14,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1
3593,4,59,154236,9,7688,40,1,0,1,1,1,1,1,1,0,1,1,0,2,3,3,3,4,5,6,1,1,6,5,2,8,1,8,3,7
