,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,Scalable2,FairDEN2,FairSC_normalized2,FairSC2,Fairlet_MCF Fairlet2,Scalable3,FairDEN3,FairSC_normalized3,FairSC3,Fairlet_MCF Fairlet3,Scalable4,FairDEN4,FairSC_normalized4,FairSC4,Fairlet_MCF Fairlet4,Scalable5,FairDEN5,FairSC_normalized5,FairSC5,Fairlet_MCF Fairlet5,Scalable6,FairDEN6,FairSC_normalized6,FairSC6,Fairlet_MCF Fairlet6,Scalable7,FairDEN7,FairSC_normalized7,FairSC7,Fairlet_MCF Fairlet7,Scalable8,FairDEN8,FairSC_normalized8,FairSC8,Fairlet_MCF Fairlet8,Scalable9,FairDEN9,FairSC_normalized9,FairSC9,Fairlet_MCF Fairlet9,Scalable10,FairDEN10,FairSC_normalized10,FairSC10,Fairlet_MCF Fairlet10
31049,1,45,181307,15,15024,43,1,-1,0,1,1,0,0,1,2,2,1,2,0,2,0,0,2,1,3,4,3,0,4,0,4,1,0,2,4,4,2,3,7,4,7,0,6,2,6,3,1,2,5,4,4,3,0
43033,1,46,141058,9,7298,40,1,-1,1,1,1,1,0,1,0,2,1,2,1,1,0,0,2,0,4,4,3,0,0,2,4,1,0,6,2,4,2,3,1,7,7,0,6,0,7,3,1,2,9,3,4,3,0
11250,0,18,329054,7,0,15,0,-1,1,1,0,1,0,0,0,2,1,2,3,1,0,2,2,2,4,3,1,0,1,2,5,2,0,5,2,2,4,3,4,7,6,5,6,7,7,4,2,2,2,3,7,6,0
33438,1,44,120277,15,99999,60,1,-1,0,1,1,0,1,1,2,2,1,2,1,-1,0,0,2,3,-1,4,3,0,4,-1,4,1,0,2,-1,4,2,3,7,-1,7,0,6,2,-1,3,1,2,5,-1,4,3,6
4962,0,44,402397,14,0,60,1,-1,0,1,0,1,0,2,0,2,1,2,2,1,0,0,2,3,4,4,3,0,4,2,4,1,0,0,5,6,6,3,0,7,5,6,7,4,7,5,3,2,3,3,6,3,0
33842,0,40,285000,13,0,40,0,-1,0,0,0,1,0,2,1,2,1,2,2,0,0,0,2,1,1,4,3,0,4,5,4,1,0,0,0,6,6,3,7,5,5,6,6,2,5,5,3,2,3,1,6,9,0
2191,0,22,355686,10,0,40,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,2,3,4,5,1,4,1,0,5,0,6,2,3,0,1,3,0,7,4,0,3,1,5,3,2,4,3,0
14474,1,32,206609,9,0,40,0,1,1,0,0,1,0,0,1,0,2,2,2,0,2,1,2,2,2,2,2,0,2,4,2,3,0,6,1,5,2,3,3,3,0,0,6,1,4,8,4,2,8,0,3,8,0
22172,1,22,162667,9,0,50,0,-1,1,0,0,1,0,0,0,2,1,2,2,1,1,0,2,2,1,1,4,0,2,5,3,3,0,3,6,0,2,3,3,5,2,0,6,7,2,8,6,2,8,1,3,7,0
32759,1,24,102258,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,2,0,0,0,4,1,1,5,0,0,0,3,5,3,6,1,1,1,6,2,0,6,0,2,4,2,2,2,0
36614,1,46,32290,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,0,1,3,4,0,4,0,4,0,3,1,1,4,2,6,5,0,8,5,2,9,2,3,5,0
8617,1,30,219110,9,0,46,0,-1,1,0,0,1,0,0,1,2,2,2,2,0,0,1,2,2,2,1,2,0,3,1,3,1,0,5,0,5,2,3,3,1,2,0,6,1,0,3,4,2,8,2,3,8,0
44133,1,40,277647,10,0,35,1,-1,1,0,0,1,0,2,1,2,1,2,2,0,0,2,2,4,1,2,2,0,5,5,4,0,0,5,6,6,2,3,0,5,3,0,6,8,5,0,1,2,3,1,4,3,0
40939,1,34,117963,5,0,45,0,-1,1,0,0,1,0,1,0,0,1,2,1,1,1,2,2,0,4,1,3,0,3,2,0,0,0,3,2,1,2,3,4,0,4,0,6,1,2,2,1,2,7,9,0,4,0
3939,1,28,37215,13,0,45,0,-1,0,0,1,0,0,1,1,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,4,2,6,3,5,3,6,5,1,1,6,2,5,6,0,2,4,1,2,2,6
23905,1,64,105748,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,2,2,0,1,1,3,0,0,1,0,4,0,4,0,1,0,3,1,1,4,2,6,5,0,2,5,2,1,2,0,5,0
2982,1,43,175485,10,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,3,0,2,4,3,4,0,6,1,4,0,3,1,1,4,2,6,0,8,8,5,2,9,7,3,8,0
29386,0,21,108687,10,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,1,0,0,0,2,2,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,3,8,3,7,2,7,7,8,1,0
7155,1,54,94055,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,0,0,3,3,2,1,2,0,0,0,0,1,1,5,0,2,0,3,5,3,1,1,1,1,6,2,0,6,0,2,5,2,2,2,6
41482,1,51,25932,11,0,99,1,-1,0,1,1,0,0,1,2,1,1,2,1,2,1,0,2,3,0,1,3,0,4,3,3,1,0,1,3,0,2,2,2,6,2,0,6,6,3,1,6,2,0,8,1,7,6
43770,1,36,558344,9,0,48,0,-1,1,1,0,1,0,2,0,2,1,2,2,3,2,2,2,4,3,2,2,4,5,0,2,0,0,5,5,6,2,3,0,2,3,0,7,4,1,0,1,5,3,5,4,3,0
26161,1,24,216469,9,0,50,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,1,1,3,0,3,5,3,1,0,5,6,0,2,3,3,5,2,0,6,7,5,1,6,2,8,1,4,7,0
16339,1,24,77665,9,0,42,0,-1,0,0,0,1,0,1,1,0,2,2,1,0,1,1,2,2,2,1,4,0,2,4,3,3,0,3,1,5,1,3,6,1,0,3,6,3,8,8,8,2,7,7,3,4,0
23204,0,19,307496,10,0,23,0,-1,1,0,0,1,0,0,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,4,5,6,2,4,3,3,5,6,5,6,7,2,4,2,2,2,9,7,6,8
45439,1,20,168165,10,0,40,0,-1,0,0,0,1,0,0,1,0,2,0,2,0,2,1,1,2,2,2,4,1,2,4,2,3,2,3,1,5,1,1,3,1,0,3,0,7,8,8,4,1,8,7,3,8,4
36554,1,38,218015,10,0,48,1,-1,1,0,0,1,0,0,1,2,1,2,2,0,1,0,2,4,2,1,3,0,5,1,3,1,0,6,0,0,2,3,2,1,2,0,6,6,0,1,6,2,0,2,4,7,0
17484,0,37,253420,9,0,25,0,-1,1,1,0,1,0,0,0,2,1,2,3,1,0,2,2,4,4,1,3,0,5,2,4,4,0,5,2,4,2,3,3,7,3,0,6,0,7,3,1,2,2,3,4,3,0
23292,1,30,19302,10,7688,40,1,-1,0,1,1,1,0,1,2,2,1,2,1,3,0,0,2,0,3,1,4,0,2,0,3,3,0,3,4,4,1,3,6,4,0,3,6,3,6,8,8,2,7,4,3,4,0
8037,0,30,205659,12,0,50,1,-1,0,0,0,1,0,0,0,2,1,2,2,1,0,0,2,3,1,4,3,0,4,5,4,1,0,0,6,6,6,3,7,5,5,6,6,2,2,5,3,2,4,9,6,9,0
43928,1,32,264554,10,0,40,1,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,2,2,2,0,5,4,2,0,0,5,1,6,2,3,3,1,3,0,6,7,8,0,4,2,3,7,4,3,6
32399,1,69,174379,9,0,30,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,1,2,2,1,4,1,3,0,0,2,0,4,0,4,2,1,0,3,1,7,4,2,6,5,7,2,5,2,1,3,0,5,0
39152,0,45,132847,13,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,1,4,3,0,4,5,4,1,0,2,6,6,6,3,7,5,5,6,6,2,5,5,3,2,5,1,6,9,6
4775,1,28,200819,4,0,84,0,-1,1,1,1,1,0,0,2,1,1,2,2,2,1,0,2,2,0,1,3,0,3,3,3,1,0,1,3,0,2,3,2,6,2,0,6,6,3,1,6,2,0,8,1,7,0
16507,0,18,96483,9,0,20,0,-1,0,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,5,5,2,4,3,6,2,4,3,6,5,6,5,6,3,5,4,2,2,2,1,7,6,8
31712,1,41,117585,9,0,40,1,-1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,2,0,2,1,4,0,2,4,3,3,0,6,1,4,1,3,6,3,0,3,6,0,4,8,5,2,7,0,3,8,0
5528,1,25,49092,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,1,0,0,0,4,5,1,5,0,3,0,3,5,2,6,5,1,1,6,2,5,6,0,3,4,1,2,2,5
38037,1,51,200450,9,0,40,1,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,4,2,1,3,0,0,4,0,4,0,6,1,1,0,3,1,3,4,2,6,0,4,2,5,2,1,0,0,5,0
34653,1,48,97470,10,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,3,0,0,1,0,4,0,4,0,4,0,3,1,1,4,2,6,5,8,2,5,2,9,7,0,5,0
19234,1,39,315640,13,0,60,0,-1,0,1,1,0,0,2,0,1,0,2,2,1,3,3,2,3,4,0,0,0,4,2,1,5,0,1,2,3,2,3,0,0,3,0,2,6,2,1,1,8,3,9,4,3,6
39421,1,61,244261,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,1,2,2,4,1,1,3,0,0,1,0,4,0,4,0,1,0,3,1,5,4,2,6,8,5,2,5,2,1,2,0,5,0
26896,1,53,134854,11,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,0,0,1,0,2,1,1,1,3,0,0,5,0,4,0,4,0,1,0,3,1,5,4,2,6,5,5,2,5,2,9,1,0,5,0
29359,1,25,363707,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,4,2,2,2,0,5,1,2,0,0,5,0,6,2,3,0,1,3,0,7,4,0,0,1,2,3,2,4,3,0
32950,1,41,253250,13,7298,40,1,-1,0,1,1,0,0,2,0,2,1,2,2,3,0,0,2,1,3,4,3,0,4,0,4,1,0,0,5,4,2,3,7,2,7,0,6,2,1,3,1,2,3,5,4,3,6
22989,0,21,145651,10,0,12,0,-1,0,0,0,1,0,0,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,2,6,5,6,5,6,3,2,4,2,5,2,9,7,6,0
14854,1,59,186308,14,0,50,0,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,4,0,0,0,4,2,1,5,0,2,2,3,5,3,7,0,1,1,6,2,7,6,0,2,5,3,2,2,6
6802,0,55,308373,10,0,40,1,-1,1,0,0,1,0,2,0,2,1,1,0,1,0,0,2,4,1,4,3,2,5,5,4,1,1,6,6,6,2,3,0,5,3,0,1,8,2,3,1,3,1,9,4,3,3
13466,1,22,151991,10,0,20,0,-1,0,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,1,2,2,0,1,1,2,0,0,3,0,5,1,2,6,1,0,3,6,3,0,0,8,5,2,2,5,4,0
43935,1,58,147098,15,15024,60,1,-1,0,1,1,0,0,2,2,2,1,2,0,2,0,0,2,3,0,4,3,0,4,3,4,1,1,2,4,4,2,2,7,4,7,0,6,2,6,3,1,2,5,4,4,3,6
12081,1,39,355468,9,0,46,1,-1,1,0,0,1,0,2,0,2,1,2,2,1,0,2,2,4,1,2,2,0,5,5,4,0,0,5,6,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,0
30144,1,43,48193,12,0,40,0,-1,0,0,1,0,0,1,1,1,1,2,1,0,0,0,2,0,1,0,0,0,0,1,4,5,0,2,0,4,5,3,6,1,1,1,6,2,0,6,0,2,9,2,2,2,0
46140,0,45,101825,10,5721,45,0,-1,0,1,0,1,0,1,0,2,1,2,1,1,0,0,2,0,4,4,3,0,0,2,4,4,0,4,5,4,3,3,1,7,7,4,6,6,7,7,1,2,9,3,9,0,6
42450,1,50,221495,13,0,40,0,-1,0,0,1,0,0,2,1,1,0,2,0,0,3,3,2,1,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,5,6,0,2,5,1,2,2,6
33022,1,62,153891,11,3137,40,0,-1,0,1,1,0,0,2,0,2,1,2,0,1,0,2,2,1,4,1,3,0,0,2,0,4,0,4,2,1,0,3,1,0,4,2,6,5,7,2,5,2,1,3,0,5,6
28844,0,34,222548,10,0,4,0,-1,1,1,0,1,0,0,2,2,1,2,3,3,0,2,0,2,3,3,1,0,1,0,5,2,0,6,4,2,4,2,3,4,6,5,7,3,1,4,2,5,2,5,7,6,5
31240,1,42,112607,9,0,50,0,-1,1,0,0,1,0,1,1,2,1,2,1,1,1,0,2,0,1,1,4,0,2,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,8,6,2,0,1,3,7,0
33554,1,55,135339,13,0,40,1,-1,0,0,1,0,0,1,1,1,0,2,0,0,3,3,2,1,1,0,0,0,0,5,1,5,0,2,0,3,5,3,7,5,1,1,6,2,5,6,0,2,5,1,2,2,6
38127,0,36,327435,10,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,2,0,0,2,2,4,2,4,3,0,5,1,4,1,0,5,0,6,2,3,0,1,3,0,6,4,0,3,1,2,3,2,4,3,0
18841,0,47,151087,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,0,0,2,0,2,4,3,0,0,4,4,4,0,6,1,4,3,3,1,3,7,4,6,0,4,7,1,2,9,0,9,0,0
9618,0,18,238401,10,0,25,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,5,5,2,0,5,0,2,4,3,3,5,6,5,6,7,5,4,2,2,2,1,7,6,6
10311,1,27,156266,5,0,40,0,-1,1,0,0,1,0,0,0,0,2,1,1,1,2,1,0,2,1,2,2,4,3,5,2,0,0,3,6,5,1,0,4,0,0,3,7,1,2,0,1,0,7,9,5,4,2
19735,0,23,193090,13,0,30,0,-1,0,0,0,1,0,0,0,2,1,2,3,1,0,0,2,2,1,4,3,0,4,5,4,1,0,0,6,6,6,3,3,0,5,6,6,2,2,5,3,2,4,9,6,9,0
32731,1,22,213291,12,0,25,0,-1,0,1,0,1,0,0,0,0,2,2,3,1,2,1,2,2,4,2,2,0,1,2,2,0,0,0,2,5,1,2,3,0,0,3,6,7,7,0,8,5,2,3,5,4,0
9134,1,23,235894,7,0,55,0,-1,1,1,0,1,0,0,0,2,1,2,2,1,1,0,2,2,4,1,3,0,3,2,3,1,0,5,5,0,2,3,4,7,2,0,6,7,7,1,6,2,8,3,1,7,0
11986,0,67,64148,10,0,41,0,-1,0,0,0,1,0,1,0,2,1,2,0,1,1,0,2,0,1,4,3,0,0,5,4,4,1,4,6,4,3,3,1,0,7,4,2,5,2,7,1,8,9,9,9,0,0
45598,0,20,253612,9,0,30,0,-1,1,0,0,1,0,0,1,2,1,2,3,0,0,2,2,2,1,3,1,0,1,5,5,2,0,5,6,2,4,3,3,5,6,5,6,7,5,4,2,2,8,1,7,6,0
45609,1,19,134252,10,0,15,0,-1,0,0,0,1,0,0,1,0,2,2,3,0,2,1,2,2,1,2,2,0,1,5,2,0,0,3,0,5,1,3,6,5,0,3,6,3,5,0,8,2,2,1,5,4,0
39981,0,24,118792,10,0,12,0,-1,0,0,0,1,0,1,0,2,1,2,3,1,0,2,2,2,1,3,1,0,1,5,5,2,0,3,6,2,4,3,6,5,6,5,6,3,5,4,2,2,2,1,7,6,0
48176,1,24,194848,13,0,40,0,-1,0,0,1,0,0,0,1,1,0,2,2,0,3,3,2,3,2,0,0,0,4,1,1,5,0,0,0,3,5,3,3,1,1,1,6,2,0,6,0,2,4,2,2,2,0
33047,1,20,190968,4,0,20,0,-1,1,1,0,1,0,0,0,0,2,2,3,3,2,1,2,2,3,2,2,0,1,0,2,0,0,3,5,5,1,3,4,2,0,3,2,3,1,0,8,8,2,5,5,4,0
30639,1,46,172822,9,0,40,0,0,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,1,3,0,0,4,0,4,0,6,1,4,0,2,1,3,4,2,6,0,4,2,5,2,1,0,0,8,0
28789,1,49,99335,10,0,50,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,1,1,3,0,0,5,3,4,0,4,0,0,0,3,1,5,2,2,6,6,5,1,6,2,9,1,3,7,6
45854,1,32,208761,9,0,60,0,-1,1,0,1,1,0,0,0,2,1,2,2,1,1,0,2,2,1,1,3,0,3,5,3,1,0,1,6,0,2,3,2,5,2,0,2,6,5,1,6,8,0,1,1,7,0
27770,0,47,204900,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,0,0,0,0,2,4,2,4,3,0,0,4,4,4,0,6,1,4,3,3,1,3,7,4,6,0,4,7,1,2,1,0,9,0,0
5854,0,64,256019,14,0,35,0,-1,0,1,0,1,0,2,0,2,1,2,0,1,0,0,2,1,4,4,3,0,0,2,4,1,0,2,2,6,6,3,7,7,5,6,6,8,7,5,3,2,5,3,6,9,0
30726,1,34,340880,9,0,60,1,-1,1,1,0,1,0,2,0,2,1,2,2,1,0,2,2,4,4,4,3,0,3,2,4,1,0,5,2,6,2,3,0,7,3,0,7,4,7,1,6,2,3,3,4,7,0
36807,1,40,163628,11,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,1,3,0,2,1,4,4,0,2,0,4,0,3,7,1,7,2,6,2,0,8,5,2,0,2,3,8,0
43640,0,52,103995,9,0,40,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,2,4,3,0,0,4,4,4,0,4,1,4,3,3,1,1,7,4,6,5,8,7,1,2,9,7,9,0,0
22317,1,36,336367,12,0,50,0,-1,1,1,1,0,0,2,0,1,0,2,2,1,3,3,2,3,4,0,0,0,5,2,1,5,0,0,2,6,2,3,0,0,3,0,6,4,2,0,1,2,3,9,4,3,0
38776,1,37,141584,12,0,47,0,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,5,1,1,6,2,2,6,0,2,4,9,2,2,6
3885,1,46,32825,9,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,1,0,2,0,2,1,4,0,2,1,3,4,0,4,0,4,0,3,1,1,4,2,6,5,0,8,5,2,9,2,3,5,6
3227,1,39,129597,13,3464,40,0,-1,0,1,1,0,0,1,0,1,0,2,1,1,3,3,2,3,4,0,0,0,4,2,1,5,0,2,2,3,5,3,7,0,1,1,6,2,2,6,0,2,5,9,2,2,0
6994,0,22,227994,10,0,39,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,2,1,1,0,5,4,4,2,0,5,1,6,2,3,3,1,3,7,6,7,8,3,7,2,8,7,8,1,0
25928,1,57,125000,15,0,35,1,-1,0,0,1,0,0,1,0,1,0,2,0,1,3,3,2,1,1,0,0,0,4,5,1,5,0,2,6,3,5,3,7,0,1,1,6,2,2,6,0,2,5,9,2,2,0
36136,0,38,101387,9,0,43,0,-1,1,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,4,3,0,2,4,4,4,0,3,1,4,3,3,6,3,7,4,6,1,4,7,1,2,7,0,8,0,0
1824,1,51,158948,9,0,84,1,-1,1,1,1,0,0,2,2,1,1,2,2,2,1,0,2,3,3,1,3,4,3,0,3,1,0,1,4,0,2,3,2,4,2,0,7,6,6,1,6,5,0,4,1,7,0
46244,0,42,111468,9,3325,40,0,-1,1,0,0,1,0,1,0,2,1,2,1,1,0,0,2,0,1,4,3,0,2,2,4,4,0,6,6,4,3,3,6,0,7,4,6,0,2,7,1,2,9,9,9,0,0
34232,1,49,106207,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,1,2,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,0
30030,1,34,106761,13,0,45,1,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,2,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,4,2,2,2,6
14552,1,42,177937,13,0,45,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,3,2,0,0,0,4,1,1,5,0,2,0,3,5,3,7,1,1,1,6,2,0,6,0,2,5,2,2,2,0
42812,1,26,331806,9,0,37,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,2,2,2,2,0,5,1,2,0,0,5,0,6,2,3,3,1,3,0,6,4,0,0,1,2,3,2,4,3,0
40868,1,36,186934,9,0,50,1,-1,1,0,0,1,0,1,1,2,1,2,2,0,1,0,2,2,2,1,3,0,2,1,3,1,0,1,0,0,2,3,2,1,2,0,6,6,0,1,6,2,0,7,3,7,0
1900,1,29,149943,10,0,40,0,-1,0,0,0,1,0,1,1,0,2,2,1,0,2,1,2,2,2,2,4,0,2,4,3,3,0,3,1,5,1,3,6,1,0,3,6,1,8,8,4,2,7,7,3,8,0
17937,1,60,282066,13,0,45,1,-1,0,1,1,0,0,2,0,1,0,2,0,1,3,3,2,1,4,0,0,4,0,2,1,5,0,2,2,3,5,3,7,7,1,1,7,8,7,6,0,5,5,3,2,2,0
41686,1,45,107231,9,0,55,0,-1,1,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,3,0,2,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,6
47164,1,58,32367,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,1,1,3,0,0,1,0,4,0,4,0,1,0,3,1,1,4,2,6,5,0,2,5,2,9,2,0,5,0
38394,1,52,180949,10,0,30,0,-1,1,0,0,1,0,2,0,2,1,2,0,1,1,2,2,4,4,1,3,0,0,2,0,4,0,4,6,1,0,3,1,0,4,2,6,0,2,2,5,2,1,9,0,5,0
26358,0,17,72321,7,0,12,0,-1,1,1,0,1,0,1,0,2,1,2,3,1,0,2,3,2,4,3,1,0,1,2,5,2,0,3,2,2,4,4,4,0,6,5,6,3,7,4,2,4,2,3,7,6,0
45504,1,59,43103,10,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,0,0,1,0,2,0,1,1,3,0,0,5,0,4,0,4,0,1,0,3,1,5,4,2,6,5,5,2,5,2,9,1,0,5,6
47214,0,40,235523,9,0,40,0,-1,1,0,0,1,0,2,1,2,1,2,2,0,0,0,2,4,2,4,3,0,5,4,4,4,0,6,1,6,3,3,2,3,7,0,6,0,4,3,1,2,0,0,4,3,0
41672,1,49,95636,6,0,40,0,-1,1,1,0,1,0,1,0,0,1,2,1,1,1,2,2,0,4,1,3,0,2,2,0,4,4,6,2,1,0,3,5,0,4,2,6,5,2,2,1,2,6,9,0,5,8
46736,0,20,259301,10,0,35,0,-1,1,0,0,1,0,0,1,2,1,2,2,0,0,2,2,2,1,1,1,0,5,1,5,2,0,5,0,6,4,3,3,1,3,7,6,7,0,3,7,5,8,2,8,3,0
12915,1,37,117760,11,4650,40,0,-1,0,1,1,1,0,1,0,2,1,2,1,1,0,0,2,0,4,4,3,0,2,2,4,1,0,3,2,4,2,3,6,7,7,0,6,2,7,3,1,2,7,3,3,3,0
22646,0,35,90406,7,0,40,0,-1,1,0,0,1,0,1,0,2,1,2,1,1,1,0,2,0,1,1,3,0,2,5,0,4,0,3,6,4,3,3,6,0,7,7,6,3,2,7,7,2,7,9,8,1,0
24224,1,28,31493,13,0,40,1,-1,0,0,1,0,0,1,0,1,0,2,1,1,3,3,2,3,1,0,0,0,4,5,1,5,0,2,6,3,5,3,6,5,1,1,6,2,5,6,0,2,4,1,2,2,0
2116,1,37,35330,9,0,55,0,-1,0,1,0,1,0,1,0,2,1,2,1,1,1,0,2,0,4,1,4,0,2,2,3,3,0,1,2,0,2,3,6,0,2,0,6,6,2,8,6,2,7,9,3,7,0
2084,0,28,308493,9,0,17,0,-1,1,1,0,1,0,0,0,2,1,2,3,1,0,2,0,2,4,3,1,4,1,2,5,2,0,5,2,2,4,2,3,7,6,5,7,7,7,4,2,5,2,3,7,6,0
19826,1,23,380281,12,0,25,0,-1,1,1,0,1,0,0,0,0,2,2,3,1,2,2,2,4,3,2,2,0,5,2,2,0,0,5,5,6,2,3,3,7,3,0,6,4,7,0,1,2,3,3,4,3,0
29342,0,28,171133,11,0,40,0,-1,0,0,0,1,0,0,1,2,1,2,2,0,0,0,2,2,2,4,3,0,2,1,4,1,0,3,0,6,2,3,3,1,5,6,6,1,0,5,3,2,4,2,6,9,0
45923,1,67,249043,10,6767,40,0,-1,1,1,1,0,0,2,2,2,1,2,0,3,0,2,2,1,3,1,3,0,0,0,0,4,0,4,4,1,0,3,1,4,4,2,6,8,1,2,1,2,1,5,0,5,0
5923,1,20,325493,9,0,40,0,-1,1,0,0,1,0,0,1,0,2,2,2,0,2,2,2,2,2,2,2,0,5,1,2,0,0,5,0,6,2,3,3,1,3,0,6,7,0,0,1,2,8,2,4,3,0
7356,1,42,166740,13,0,40,0,-1,0,0,1,0,0,1,1,1,0,2,1,0,3,3,2,1,2,0,0,0,4,1,1,5,0,2,0,3,5,2,7,1,1,1,6,2,0,6,0,5,5,2,2,2,0
24868,0,44,194049,10,0,35,0,-1,1,0,0,1,0,1,1,2,1,2,0,0,0,0,2,4,2,4,3,0,0,1,4,4,0,6,0,4,3,3,1,1,7,4,6,0,0,7,1,2,1,2,9,0,0
13431,0,33,122220,10,0,40,1,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,0,2,1,3,0,2,4,4,4,0,3,1,4,3,3,6,1,7,7,6,1,8,3,7,2,7,7,8,1,0
10229,1,35,202027,10,0,60,0,-1,1,0,1,1,0,0,1,2,1,2,2,0,1,0,2,3,1,1,3,0,3,5,3,1,0,1,0,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,6
3940,0,49,371299,9,0,35,0,-1,1,1,0,1,0,2,0,2,1,2,0,1,0,0,0,4,4,4,3,4,5,2,4,1,0,5,2,6,2,0,0,0,3,0,7,8,2,3,1,2,3,9,4,3,2
19793,1,46,185847,9,0,54,0,-1,1,0,0,1,0,2,1,2,1,2,0,1,1,0,2,4,1,1,3,0,0,5,3,1,0,1,6,0,2,3,2,5,2,0,6,6,5,1,6,2,0,1,1,7,6
15044,0,23,368739,13,0,40,0,-1,0,1,0,1,0,0,0,2,1,2,2,1,0,0,2,2,4,4,3,0,5,2,4,1,0,0,2,6,6,3,0,0,5,6,6,4,2,5,3,2,3,9,6,3,0
6631,1,46,353824,12,0,40,0,-1,1,1,0,0,0,2,0,1,0,2,2,1,3,2,2,4,4,0,3,0,5,2,1,0,0,0,2,6,2,0,0,0,3,0,7,4,2,0,1,2,3,9,4,3,2
46850,0,29,120645,12,0,40,0,-1,0,0,0,1,0,1,1,2,1,2,1,0,0,0,2,3,2,4,3,0,4,1,4,1,0,0,0,6,6,3,6,1,5,6,6,2,0,5,3,2,4,2,6,9,0
31146,1,61,113080,5,0,58,1,-1,1,1,0,1,0,2,0,2,1,2,0,3,1,2,2,0,3,1,3,0,0,0,0,4,0,4,4,1,0,3,5,2,4,0,6,5,1,2,1,2,6,5,1,5,6
15780,0,51,87205,13,0,55,0,-1,0,0,0,1,0,1,0,2,1,2,1,1,0,0,2,3,1,4,3,0,4,5,4,1,0,2,6,4,6,3,7,5,5,6,6,6,2,5,3,2,5,9,6,9,6
