,gender,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC
22172,1,22,162667,9,0,50,0,-1,1,1,0,1
32759,1,24,102258,13,0,40,0,-1,1,0,1,0
36614,1,46,32290,10,0,40,0,-1,1,0,0,1
8617,1,30,219110,9,0,46,0,-1,1,1,0,1
44133,1,40,277647,10,0,35,1,-1,1,1,0,1
40939,1,34,117963,5,0,45,0,-1,1,0,0,1
3939,1,28,37215,13,0,45,0,-1,1,0,1,0
23905,1,64,105748,9,0,40,0,-1,1,0,0,1
2982,1,43,175485,10,0,40,0,-1,1,0,0,1
29386,0,21,108687,10,0,40,0,-1,1,0,0,1
7155,1,54,94055,13,0,40,0,-1,1,0,1,0
41482,1,51,25932,11,0,99,1,-1,0,0,1,0
43770,1,36,558344,9,0,48,0,-1,0,1,0,1
26161,1,24,216469,9,0,50,0,-1,1,1,0,1
16339,1,24,77665,9,0,42,0,-1,1,0,0,1
23204,0,19,307496,10,0,23,0,-1,1,1,0,1
45439,1,20,168165,10,0,40,0,-1,1,1,0,1
36554,1,38,218015,10,0,48,1,-1,1,1,0,1
17484,0,37,253420,9,0,25,0,-1,0,1,0,1
23292,1,30,19302,10,7688,40,1,-1,0,0,1,1
8037,0,30,205659,12,0,50,1,-1,1,1,0,1
43928,1,32,264554,10,0,40,1,-1,1,1,0,1
32399,1,69,174379,9,0,30,0,-1,0,0,0,1
39152,0,45,132847,13,0,50,0,-1,1,0,0,1
4775,1,28,200819,4,0,84,0,-1,0,1,1,1
16507,0,18,96483,9,0,20,0,-1,1,0,0,1
31712,1,41,117585,9,0,40,1,-1,1,0,0,1
5528,1,25,49092,13,0,40,0,-1,1,0,1,0
38037,1,51,200450,9,0,40,1,-1,1,0,0,1
34653,1,48,97470,10,0,40,1,-1,1,0,0,1
19234,1,39,315640,13,0,60,0,-1,0,1,1,0
39421,1,61,244261,9,0,40,0,-1,1,0,0,1
26896,1,53,134854,11,0,40,1,-1,1,0,0,1
29359,1,25,363707,9,0,40,0,-1,1,1,0,1
32950,1,41,253250,13,7298,40,1,-1,0,1,1,0
22989,0,21,145651,10,0,12,0,-1,1,1,0,1
14854,1,59,186308,14,0,50,0,-1,0,0,1,0
6802,0,55,308373,10,0,40,1,-1,1,1,0,1
13466,1,22,151991,10,0,20,0,-1,1,1,0,1
43935,1,58,147098,15,15024,60,1,-1,0,0,1,0
12081,1,39,355468,9,0,46,1,-1,1,1,0,1
30144,1,43,48193,12,0,40,0,-1,1,0,1,0
46140,0,45,101825,10,5721,45,0,-1,0,0,0,1
42450,1,50,221495,13,0,40,0,-1,1,0,1,0
33022,1,62,153891,11,3137,40,0,-1,0,0,1,0
28844,0,34,222548,10,0,4,0,-1,0,1,0,1
31240,1,42,112607,9,0,50,0,-1,1,0,0,1
33554,1,55,135339,13,0,40,1,-1,1,0,1,0
38127,0,36,327435,10,0,40,0,-1,1,1,0,1
18841,0,47,151087,9,0,40,0,-1,1,0,0,1
9618,0,18,238401,10,0,25,0,-1,1,1,0,1
10311,1,27,156266,5,0,40,0,-1,1,0,0,1
19735,0,23,193090,13,0,30,0,-1,1,1,0,1
32731,1,22,213291,12,0,25,0,-1,0,1,0,1
9134,1,23,235894,7,0,55,0,-1,0,1,0,1
11986,0,67,64148,10,0,41,0,-1,1,0,0,1
45598,0,20,253612,9,0,30,0,-1,1,1,0,1
45609,1,19,134252,10,0,15,0,-1,1,1,0,1
39981,0,24,118792,10,0,12,0,-1,1,0,0,1
48176,1,24,194848,13,0,40,0,-1,1,1,1,0
33047,1,20,190968,4,0,20,0,-1,0,1,0,1
30639,1,46,172822,9,0,40,0,0,1,0,0,1
28789,1,49,99335,10,0,50,0,-1,1,0,0,1
45854,1,32,208761,9,0,60,0,-1,1,1,1,1
27770,0,47,204900,9,0,40,0,-1,1,0,0,1
5854,0,64,256019,14,0,35,0,-1,0,0,0,1
30726,1,34,340880,9,0,60,1,-1,0,1,0,1
36807,1,40,163628,11,0,40,0,-1,1,0,0,1
43640,0,52,103995,9,0,40,0,-1,1,0,0,1
22317,1,36,336367,12,0,50,0,-1,0,1,1,0
38776,1,37,141584,12,0,47,0,-1,1,0,1,0
3885,1,46,32825,9,0,40,0,-1,1,0,0,1
3227,1,39,129597,13,3464,40,0,-1,0,0,1,0
6994,0,22,227994,10,0,39,0,-1,1,1,0,1
25928,1,57,125000,15,0,35,1,-1,1,0,1,0
36136,0,38,101387,9,0,43,0,-1,1,0,0,1
1824,1,51,158948,9,0,84,1,-1,0,0,1,0
46244,0,42,111468,9,3325,40,0,-1,1,0,0,1
34232,1,49,106207,13,0,40,0,-1,1,0,1,0
30030,1,34,106761,13,0,45,1,-1,1,0,1,0
14552,1,42,177937,13,0,45,0,-1,1,0,1,0
42812,1,26,331806,9,0,37,0,-1,1,1,0,1
40868,1,36,186934,9,0,50,1,-1,1,0,0,1
1900,1,29,149943,10,0,40,0,-1,1,0,0,1
17937,1,60,282066,13,0,45,1,-1,0,0,1,0
41686,1,45,107231,9,0,55,0,-1,1,0,0,1
47164,1,58,32367,10,0,40,0,-1,1,0,0,1
38394,1,52,180949,10,0,30,0,-1,1,0,0,1
26358,0,17,72321,7,0,12,0,-1,0,0,0,1
45504,1,59,43103,10,0,40,0,-1,1,0,0,1
47214,0,40,235523,9,0,40,0,-1,1,1,0,1
41672,1,49,95636,6,0,40,0,-1,0,0,0,1
46736,0,20,259301,10,0,35,0,-1,1,1,0,1
12915,1,37,117760,11,4650,40,0,-1,0,0,1,1
22646,0,35,90406,7,0,40,0,-1,1,0,0,1
24224,1,28,31493,13,0,40,1,-1,1,0,1,0
2116,1,37,35330,9,0,55,0,-1,0,0,0,1
2084,0,28,308493,9,0,17,0,-1,0,1,0,1
19826,1,23,380281,12,0,25,0,-1,0,1,0,1
29342,0,28,171133,11,0,40,0,-1,1,1,0,1
45923,1,67,249043,10,6767,40,0,-1,0,0,1,0
5923,1,20,325493,9,0,40,0,-1,1,1,0,1
7356,1,42,166740,13,0,40,0,-1,1,0,1,0
24868,0,44,194049,10,0,35,0,-1,1,0,0,1
13431,0,33,122220,10,0,40,1,-1,1,0,0,1
10229,1,35,202027,10,0,60,0,-1,1,1,1,1
3940,0,49,371299,9,0,35,0,-1,0,1,0,1
19793,1,46,185847,9,0,54,0,-1,1,0,0,1
15044,0,23,368739,13,0,40,0,-1,0,1,0,1
6631,1,46,353824,12,0,40,0,-1,0,1,0,0
46850,0,29,120645,12,0,40,0,-1,1,0,0,1
31146,1,61,113080,5,0,58,1,-1,0,0,0,1
15780,0,51,87205,13,0,55,0,-1,1,0,0,1
38063,1,27,203697,14,0,50,0,-1,1,1,1,0
30476,1,63,331527,6,0,40,0,-1,0,0,0,1
41940,1,79,160758,4,0,15,0,-1,0,0,0,1
44579,0,29,197565,9,0,35,1,-1,1,1,0,1
46200,1,37,162834,10,0,40,0,-1,1,0,0,1
25314,1,43,117158,10,0,45,1,-1,1,0,0,1
33574,1,44,67874,10,0,50,0,-1,1,0,0,1
23264,1,19,158603,6,0,25,0,-1,1,1,0,1
9520,1,60,25141,10,0,60,0,-1,0,0,1,1
46706,1,29,425830,12,0,40,0,-1,0,1,0,1
30536,0,28,119287,13,15024,28,1,-1,0,0,1,1
8230,1,23,91189,13,0,20,0,-1,0,0,0,1
36753,1,41,116493,10,0,52,0,-1,1,0,0,1
41700,0,17,110916,7,0,10,0,-1,0,1,0,1
11309,1,42,126094,9,0,39,0,-1,1,0,0,1
609,0,17,169658,6,0,21,0,-1,1,1,0,1
30948,0,31,157886,10,0,40,0,-1,1,0,0,1
25695,0,70,163057,9,2009,40,0,-1,0,0,0,1
15607,0,84,132806,9,0,13,0,-1,0,0,0,1
6484,0,36,162256,9,0,40,0,-1,1,0,0,1
32466,0,47,174995,9,0,30,0,-1,1,0,0,1
3168,1,31,111567,13,0,70,1,-1,0,0,1,0
31946,1,58,250206,6,5178,40,1,-1,0,0,0,1
41000,0,23,215616,9,0,20,0,-1,1,1,0,1
7544,1,38,159179,15,0,45,1,-1,1,0,1,0
48211,0,26,143280,9,0,40,0,-1,1,0,0,1
27917,1,22,324922,9,0,50,0,-1,0,1,0,1
24803,0,47,374580,9,0,52,0,-1,0,1,0,1
47818,0,29,101108,9,0,15,0,-1,1,0,0,1
2514,1,29,490332,10,0,45,1,-1,0,1,0,1
5158,1,22,36011,11,0,30,0,-1,0,0,0,1
43174,0,32,19447,9,0,40,0,-1,1,0,0,1
2829,1,36,107302,14,0,60,1,-1,1,0,1,0
38919,0,56,106850,10,0,40,0,-1,1,0,0,1
41085,0,44,190531,13,0,35,0,-1,1,0,0,1
17011,0,48,245948,9,2174,40,0,-1,1,0,0,1
43771,1,18,131825,7,0,21,0,-1,1,1,0,1
35005,0,33,149902,10,0,40,0,-1,1,0,0,1
7337,1,37,538443,9,14344,40,1,-1,0,1,0,1
9620,0,62,26911,4,0,66,0,-1,0,0,0,1
23323,1,37,161141,9,0,40,0,-1,1,0,0,1
14023,1,27,183523,10,0,40,1,-1,1,1,0,1
31405,1,53,155594,13,0,40,1,-1,1,0,1,0
13294,1,47,255934,10,0,80,0,-1,0,0,1,0
16794,0,35,139770,9,6849,40,0,-1,0,0,0,1
34548,0,24,211968,13,0,40,0,-1,1,1,0,1
18111,0,42,119359,15,15024,40,1,-1,0,0,1,1
48261,0,23,113735,10,0,20,0,-1,1,0,0,1
27492,1,34,473133,9,0,60,0,-1,0,1,0,1
18701,0,34,226629,9,0,40,0,-1,1,1,0,1
9452,1,47,464945,9,0,45,0,-1,0,1,0,1
43278,1,38,312232,13,0,55,1,-1,1,1,1,0
10351,1,38,222450,10,0,40,0,-1,1,1,0,1
14421,1,38,40077,9,0,50,1,-1,1,0,0,1
33131,0,28,191088,13,2354,60,0,-1,0,1,0,1
31108,0,25,137296,12,0,38,0,-1,1,0,0,1
23656,1,40,75313,13,7688,66,1,-1,0,0,1,0
853,0,26,96467,13,0,40,0,-1,1,0,0,1
13097,1,28,154863,13,0,35,0,-1,1,0,1,0
36064,0,34,176244,9,0,40,0,-1,1,0,0,1
26577,0,23,210474,10,0,20,0,-1,1,1,0,1
33462,1,39,42478,13,0,40,0,-1,1,0,1,0
10587,1,42,204450,9,0,40,0,-1,1,0,0,1
33494,1,30,157990,9,0,40,0,-1,1,0,0,1
884,0,33,258498,10,0,60,0,-1,0,1,0,1
22708,0,61,26254,9,0,40,0,-1,1,0,0,1
29626,1,32,112650,9,0,40,0,-1,1,0,0,1
34219,1,29,328981,9,0,40,0,-1,1,1,0,1
7180,1,37,218184,13,0,40,1,-1,1,1,1,0
27756,1,57,188877,5,0,40,0,-1,1,0,0,1
10849,1,51,123011,13,0,50,1,-1,1,0,1,0
31939,0,36,54229,12,0,37,0,-1,1,0,0,1
19602,0,43,96483,9,0,40,0,-1,1,0,0,1
9733,1,47,114754,9,0,40,0,-1,1,0,0,1
8675,1,33,196385,14,0,37,1,-1,1,1,1,0
17023,1,53,104879,9,0,40,1,-1,1,0,0,1
23242,0,17,806316,7,0,20,0,-1,0,1,0,1
39705,1,45,187563,9,5013,45,0,-1,0,0,1,1
37349,0,33,109920,13,0,40,0,-1,1,0,0,1
40685,1,42,214781,13,0,38,0,-1,1,0,1,0
5994,1,52,99307,12,3103,48,1,-1,0,0,1,0
37908,1,38,402522,2,0,40,0,-1,0,1,0,1
24986,1,32,388672,10,0,16,0,-1,0,1,0,1
37543,0,53,255927,13,0,52,0,-1,0,0,0,1
3919,0,22,73203,9,0,40,0,-1,1,0,0,1
43343,1,61,149855,4,0,70,0,-1,0,0,0,1
7497,0,33,121966,9,0,40,0,-1,1,0,0,1
31292,0,46,327786,11,3325,42,0,-1,0,1,0,1
15509,0,34,200192,10,0,40,0,-1,1,1,0,1
40075,0,22,175586,9,0,20,0,-1,1,1,0,1
31319,0,26,491862,11,0,40,0,-1,0,1,0,1
19819,1,26,314798,9,0,50,0,-1,0,1,0,1
1584,1,48,65535,9,0,50,0,-1,1,0,0,1
14981,0,19,211553,10,0,35,0,-1,1,1,0,1
46049,0,34,228386,9,0,70,0,-1,0,1,0,1
22543,1,40,153031,14,7298,35,1,-1,0,0,1,0
32730,1,19,164339,9,1055,70,0,-1,0,1,1,1
35837,0,55,97197,10,0,50,0,-1,1,0,0,1
30196,0,32,147215,13,0,55,1,-1,1,0,0,1
42713,0,23,131699,10,0,14,0,-1,1,0,0,1
27058,1,44,247880,11,8614,40,1,-1,0,1,1,1
30570,1,36,126569,9,0,45,1,-1,1,0,0,1
33985,0,23,197286,13,0,40,0,-1,1,1,0,1
1388,1,19,194095,10,0,40,0,-1,1,1,0,1
19105,1,27,213421,15,0,50,0,-1,0,1,1,0
25982,1,34,35595,13,0,30,0,-1,0,0,1,0
12829,1,30,340917,14,15024,60,1,-1,0,1,1,0
16332,0,23,199915,13,0,35,0,-1,1,1,0,1
19486,1,53,145419,2,7688,67,1,-1,0,0,0,1
24588,0,21,197050,10,0,35,0,-1,1,1,0,1
34402,0,32,101345,14,0,40,0,-1,1,0,0,1
36423,1,36,31023,14,0,50,1,-1,0,0,1,0
34641,1,25,232938,10,0,40,0,-1,1,1,0,1
13709,1,27,263552,9,0,50,0,-1,1,1,0,1
12967,1,39,203070,11,0,49,0,-1,1,0,0,1
7168,0,22,62865,12,0,40,0,-1,1,0,0,1
39340,0,58,32954,10,0,40,0,-1,1,0,0,1
15681,1,28,201186,9,99999,40,1,-1,-1,1,1,0
28126,1,57,287229,9,0,48,1,-1,0,0,0,1
22177,0,30,203258,9,0,35,0,-1,1,1,0,1
21479,1,27,128730,11,10520,65,1,-1,0,0,1,1
8807,1,69,169717,13,6418,45,1,-1,0,0,1,0
35682,0,35,123939,9,0,40,0,-1,1,0,0,1
1282,1,65,36039,9,0,40,1,-1,1,0,0,1
15217,1,51,90363,10,15024,40,1,-1,0,0,1,0
8869,0,23,40021,10,0,70,0,-1,0,0,0,1
35680,1,29,51260,9,0,40,0,-1,1,0,0,1
11416,1,41,120277,13,0,40,0,-1,1,0,1,0
30625,1,31,190228,14,0,45,0,-1,1,1,1,0
35649,1,46,60751,11,0,40,1,-1,1,0,0,1
45085,0,38,212143,10,0,35,1,-1,1,0,0,1
23751,0,22,201569,13,0,20,0,-1,0,1,0,1
41472,0,34,85632,10,0,40,1,-1,1,0,0,1
672,1,17,368700,7,0,10,0,-1,0,1,0,1
3610,0,45,177543,9,0,50,0,-1,1,0,0,1
33194,1,54,409173,9,0,50,1,-1,0,1,0,1
24539,0,42,236323,9,0,40,0,-1,1,1,0,1
24810,1,28,115438,13,0,40,0,-1,1,0,1,0
17922,1,26,279145,9,0,50,0,-1,1,1,0,1
9988,1,41,144995,14,0,55,0,-1,1,0,1,0
42798,0,25,64671,2,0,40,0,-1,0,0,0,1
38132,1,19,197057,10,0,30,0,-1,1,1,0,1
3714,1,44,286750,13,0,50,1,-1,1,1,1,0
30973,1,21,119665,10,0,35,0,-1,1,0,0,1
17846,0,48,224870,9,0,38,0,-1,1,0,0,1
3366,1,36,84306,13,5013,50,0,-1,0,0,1,0
33702,0,82,220667,4,0,40,0,-1,0,0,0,1
32960,0,22,119474,9,1055,25,0,-1,1,0,0,1
47760,1,62,99470,9,0,45,1,-1,1,0,0,1
46623,1,32,246282,16,2961,99,0,-1,0,1,1,0
10069,1,51,203015,9,0,40,0,-1,1,0,0,1
18747,0,90,115306,14,0,40,0,-1,0,0,0,1
41599,1,30,160594,13,0,50,0,-1,1,0,1,0
9828,0,32,191856,14,0,45,1,-1,1,1,0,1
34956,1,32,269355,10,5178,50,1,-1,0,1,1,1
13328,1,23,440456,13,0,40,0,-1,0,1,0,1
18683,1,34,143766,10,0,40,0,-1,1,0,0,1
24534,0,19,410543,9,0,40,0,-1,1,1,0,1
44527,0,32,189265,13,0,40,0,-1,1,1,0,1
12208,1,42,198316,14,0,40,1,-1,1,0,1,0
20841,0,35,452283,9,0,40,0,-1,1,1,0,1
28929,0,21,204425,10,0,20,0,-1,1,1,0,1
41592,1,20,181796,9,0,40,0,-1,1,1,0,1
40587,1,50,391016,12,0,50,0,-1,0,1,1,0
48022,0,59,190748,9,0,40,0,-1,1,0,0,1
22583,0,53,283602,14,15024,40,1,-1,0,0,1,1
10962,0,19,198668,4,0,40,0,-1,0,1,0,1
15143,0,42,143582,4,0,48,0,-1,0,0,0,1
25434,0,52,153751,5,0,30,0,-1,0,0,0,1
44119,0,48,369522,10,0,60,0,-1,0,1,0,1
20230,1,65,213477,14,0,28,0,-1,0,0,1,0
31827,1,44,188436,13,0,45,0,-1,1,0,1,0
17136,1,50,297906,10,0,50,1,-1,0,1,0,1
24775,0,39,333305,10,0,45,1,-1,1,1,0,1
28066,0,19,206599,9,0,40,0,-1,1,1,0,1
18392,1,43,88233,10,0,60,0,-1,0,0,0,1
30490,1,53,183973,7,0,48,1,-1,0,0,0,1
11808,1,25,156334,6,0,40,0,-1,1,1,0,1
26048,1,46,216164,9,0,40,0,-1,1,0,0,1
35695,1,34,223267,9,2829,78,0,-1,0,1,1,0
34037,1,44,178417,9,0,40,1,0,1,0,0,1
198,1,35,138992,14,7298,40,1,-1,0,0,1,0
45981,0,24,96844,10,0,20,0,-1,1,0,0,1
13062,1,37,52465,9,0,40,0,-1,1,0,0,1
30578,1,20,130840,6,0,40,0,-1,1,1,0,1
16812,0,49,216734,15,0,40,0,-1,1,0,0,1
22292,0,23,173945,13,0,27,0,-1,0,1,0,1
10393,1,59,200700,12,0,40,0,-1,1,0,1,0
44704,1,40,33795,11,0,40,0,-1,1,0,0,1
11790,1,23,34113,9,0,45,0,-1,1,0,0,1
37511,1,40,339814,10,0,40,1,-1,1,1,0,1
24698,0,57,24384,4,0,10,0,-1,0,0,0,1
7040,1,49,43479,10,0,40,0,-1,1,0,0,1
41512,1,58,156873,7,0,35,0,-1,1,0,0,1
34823,1,34,136331,9,0,60,0,-1,1,0,1,1
24428,0,29,177398,14,0,40,1,-1,1,1,0,1
13745,0,20,386643,10,0,40,0,-1,1,1,0,1
45632,1,34,51854,9,0,40,0,-1,1,0,0,1
7270,0,40,163215,13,0,40,0,-1,1,0,0,1
28323,1,57,127277,16,0,40,1,-1,0,0,1,0
13983,0,48,155372,9,0,36,0,-1,1,0,0,1
43901,1,33,41210,13,0,75,0,-1,0,0,1,0
9955,0,28,118861,6,0,48,0,-1,0,0,0,1
11605,1,40,145439,3,4064,40,0,-1,0,0,0,1
2740,1,38,236391,13,7688,40,1,-1,0,1,1,0
28188,1,53,208321,9,0,40,0,-1,1,0,0,1
26864,0,35,328301,12,0,40,0,-1,1,1,0,1
2710,1,50,92079,10,0,45,1,-1,1,0,0,1
44947,0,18,391257,10,0,16,0,-1,0,1,0,1
5369,1,43,86750,11,0,99,0,-1,0,0,1,0
21517,0,38,75024,4,0,40,0,-1,0,0,0,1
5146,0,41,59938,9,0,43,0,-1,1,0,0,1
28823,0,26,189238,5,0,38,0,-1,0,1,0,1
37478,1,30,80933,10,0,40,0,-1,1,0,0,1
19962,1,24,190015,9,0,40,0,-1,1,1,0,1
37413,0,21,37783,10,0,38,0,-1,1,0,0,1
681,1,37,161141,11,0,40,1,-1,1,0,0,1
8932,0,30,250499,10,0,55,1,-1,1,1,0,1
27851,1,33,85355,9,0,30,0,-1,1,0,0,1
39893,0,64,210464,14,0,40,0,-1,1,0,0,1
47256,0,67,132586,9,0,15,0,-1,0,0,0,1
16159,1,31,332379,9,0,40,0,-1,1,1,0,1
31915,0,50,240922,12,0,5,0,-1,0,0,0,1
3180,1,30,326104,9,0,40,1,-1,1,1,0,1
11500,1,24,173679,11,0,20,0,-1,1,1,0,1
34922,1,29,212588,13,0,53,0,-1,1,1,1,0
39547,1,32,226010,9,0,60,0,-1,1,1,0,1
46849,1,33,213722,9,0,35,0,-1,1,1,0,1
41927,0,62,394645,9,0,40,0,-1,0,1,0,1
37303,1,52,172511,14,0,36,0,-1,1,0,1,0
7220,0,58,136982,9,0,40,0,-1,1,0,0,1
39080,1,52,297906,16,0,40,1,-1,0,1,1,0
39731,1,37,119992,6,0,40,0,-1,1,0,0,1
37247,1,50,28765,14,0,40,1,-1,1,0,1,0
31451,1,51,289436,13,0,60,1,-1,0,1,1,0
28232,1,57,184553,9,0,50,1,-1,0,0,0,1
40357,1,36,68798,9,0,30,0,-1,1,0,0,1
17756,1,36,217926,12,0,50,0,-1,1,1,1,0
22848,1,58,97634,3,0,40,0,-1,0,0,0,1
32065,0,44,159960,10,0,40,0,-1,1,0,0,1
2705,0,40,218903,9,0,40,0,-1,1,0,0,1
42313,0,21,212213,12,0,40,0,-1,1,1,0,1
32011,0,58,99141,9,0,10,0,-1,0,0,0,1
29948,0,56,158752,14,0,50,0,-1,0,0,1,1
39444,1,55,72812,9,0,36,0,-1,1,0,0,1
11734,0,18,36251,6,0,15,0,-1,0,0,0,1
13904,0,49,94215,8,0,40,0,-1,1,0,0,1
12793,1,17,126771,8,0,7,0,-1,0,1,0,1
12216,1,73,92298,7,0,15,0,-1,0,0,0,1
5754,0,20,190457,9,0,30,0,-1,1,1,0,1
7852,1,50,69614,6,0,56,0,-1,0,0,0,1
3085,1,20,157145,10,0,10,0,-1,1,1,0,1
19741,1,47,192053,9,0,40,0,0,1,0,0,1
11402,1,46,247043,9,0,40,1,-1,1,0,0,1
2996,1,39,202950,13,0,45,0,-1,1,0,1,0
13964,0,29,87523,9,0,40,0,-1,1,0,0,1
32688,0,26,190873,6,0,40,0,-1,1,1,0,1
3863,1,54,22743,10,15024,60,1,-1,0,0,1,0
3780,1,33,131568,9,0,66,0,-1,1,0,1,1
48146,0,45,102288,10,0,40,0,-1,1,0,0,1
22281,1,28,69107,9,0,40,0,-1,1,0,0,1
25516,1,30,154950,13,0,72,1,-1,0,0,1,0
44549,0,48,101016,14,0,40,0,-1,1,0,1,1
36583,1,18,184502,7,0,30,0,-1,0,1,0,1
48241,1,27,202062,13,0,40,0,-1,1,1,1,0
5582,1,30,149184,13,0,45,1,-1,1,0,1,0
22105,1,38,40955,14,0,43,0,-1,1,0,1,0
25243,0,21,119474,9,0,40,0,-1,1,0,0,1
40261,1,27,132686,9,0,50,0,-1,1,0,0,1
10930,1,36,175232,9,5178,40,1,-1,0,0,1,1
40306,1,34,349148,10,0,63,0,-1,0,1,1,0
20458,1,38,119992,10,0,40,0,-1,1,0,0,1
45377,0,51,251346,5,0,38,0,-1,0,0,0,1
29854,0,33,393376,7,0,40,0,-1,0,1,0,1
48201,0,51,176608,9,0,40,0,-1,1,0,0,1
6211,1,34,316470,10,0,40,0,-1,1,1,0,1
24508,1,42,139126,10,0,40,1,-1,1,0,0,1
19828,1,55,209535,14,0,40,1,-1,1,0,1,0
35536,1,28,34452,11,0,50,0,-1,0,0,0,1
26565,1,22,385540,6,0,40,0,-1,0,1,0,1
13129,0,29,31935,9,0,40,0,-1,1,0,0,1
47157,1,46,187505,14,0,40,0,-1,1,0,1,0
36480,1,35,171062,13,0,40,0,-1,1,0,1,0
24586,1,37,120590,9,0,45,1,-1,1,0,0,1
25220,1,22,306593,9,0,40,0,-1,1,1,0,1
11863,1,40,214242,9,0,50,0,-1,1,0,0,1
37869,1,59,64102,6,0,40,0,-1,0,0,0,1
15423,0,24,133586,13,0,40,0,-1,1,0,0,1
35630,0,64,344014,10,0,40,0,-1,0,1,0,1
4326,1,63,149756,12,0,40,1,-1,0,0,1,0
15968,1,40,206066,9,0,50,0,-1,1,0,0,1
5042,1,30,296509,4,0,45,0,-1,0,1,0,1
20038,1,36,127772,13,0,40,0,-1,1,0,1,0
32397,1,17,165361,6,0,40,0,-1,1,1,0,1
45925,1,70,30772,4,0,40,0,-1,0,0,0,1
34885,0,51,67198,12,0,50,0,-1,1,0,0,1
10276,1,33,357954,9,0,35,0,-1,1,1,0,1
7673,1,27,175387,13,0,40,0,-1,1,1,1,0
26388,0,22,127647,9,0,36,0,-1,1,0,0,1
25353,1,46,294907,3,0,40,0,-1,0,1,0,1
34517,0,36,247547,9,0,40,0,-1,1,1,0,1
15463,1,20,228686,7,0,40,0,-1,1,1,0,1
3737,1,49,115613,5,0,40,0,-1,0,0,0,1
1599,1,24,216129,13,0,50,0,-1,1,1,1,0
42492,0,33,152744,10,0,40,0,-1,1,0,0,1
28777,0,46,363875,10,0,40,0,-1,1,1,0,1
18067,0,27,96219,13,0,45,0,-1,1,0,0,1
35172,0,22,201615,12,0,37,0,-1,1,1,0,1
17242,0,53,174020,14,0,38,0,-1,1,0,1,1
18082,0,44,121781,10,0,37,0,-1,1,0,0,1
45095,0,32,187936,6,0,50,0,-1,0,1,0,1
6194,1,49,61885,7,0,40,0,-1,0,0,0,1
14761,0,19,189574,9,0,30,0,-1,1,1,0,1
23209,0,33,167771,10,0,30,0,-1,1,0,0,1
21298,0,37,238959,9,0,40,0,-1,1,1,0,1
37790,0,30,96480,14,0,60,1,-1,0,0,0,1
31112,0,28,138332,16,0,40,0,-1,0,0,0,1
20347,1,44,151089,14,0,60,1,-1,1,0,1,0
37048,0,30,159323,10,0,65,0,-1,1,0,0,1
31588,1,80,26865,4,0,20,0,-1,0,0,0,1
36164,1,51,27539,10,0,60,0,-1,0,0,1,1
39941,1,22,467759,9,0,48,0,-1,0,1,0,1
17009,1,24,172496,13,0,30,0,-1,1,1,0,0
32768,1,37,111275,9,0,40,0,-1,1,0,0,1
24988,0,24,134787,10,0,40,0,-1,1,0,0,1
15033,1,27,113635,9,0,35,0,-1,1,0,0,1
26218,0,42,165916,13,0,45,0,-1,1,0,0,1
5377,0,19,308064,9,0,40,0,-1,1,1,0,1
13847,1,37,204277,9,0,48,1,-1,1,0,0,1
322,1,35,186110,9,0,45,0,-1,1,0,0,1
7708,1,24,382146,10,0,40,0,-1,1,1,0,1
20815,1,52,98588,9,0,40,0,-1,1,0,0,1
31305,1,29,297054,9,0,40,0,-1,1,1,0,1
31530,1,35,129305,9,0,30,0,-1,1,0,0,1
1163,1,54,96062,12,0,40,1,-1,1,0,1,0
28735,1,23,347292,9,0,40,0,-1,1,1,0,1
31632,1,35,112264,9,0,50,0,-1,1,0,0,1
2531,0,20,157599,10,0,25,0,-1,1,1,0,1
27351,1,34,173495,10,0,48,1,-1,1,0,0,1
2767,1,41,443508,13,0,48,1,-1,0,1,0,0
14631,0,50,96657,13,0,40,0,-1,1,0,1,1
43226,1,23,61777,13,2580,40,0,-1,1,0,1,0
45034,1,42,23157,13,0,50,1,-1,1,0,1,0
8059,1,43,230961,9,0,40,0,-1,1,0,0,1
12639,0,19,357059,9,0,35,0,-1,1,1,0,1
27600,0,21,231573,10,0,40,0,-1,1,1,0,1
10827,1,34,349169,14,0,40,0,-1,0,1,1,0
26566,1,30,196342,14,0,40,0,-1,1,1,1,0
32514,1,79,48574,4,0,40,0,-1,0,0,0,1
4246,1,68,253866,13,0,30,0,-1,0,0,1,0
41892,1,63,190296,7,0,40,1,-1,0,0,0,1
47548,0,29,218650,10,0,40,0,-1,1,1,0,1
12711,1,28,408473,8,0,40,0,-1,1,1,0,1
15647,0,18,144711,9,0,40,0,-1,1,1,0,1
13519,1,43,243432,9,0,60,0,-1,1,1,1,1
18662,1,17,183784,6,0,15,0,-1,1,1,0,1
6808,1,17,130795,6,0,20,0,-1,1,1,0,1
19802,1,23,324637,10,0,30,0,-1,1,1,0,1
34916,1,25,211392,9,0,48,0,-1,1,1,0,1
48316,1,32,173449,9,0,40,0,-1,1,0,0,1
8895,1,34,314375,10,0,60,1,-1,0,1,0,1
24622,0,47,161950,13,0,25,0,-1,0,0,0,1
6847,0,18,202516,9,0,35,0,-1,1,1,0,1
47842,1,32,198265,2,0,21,0,-1,0,1,0,1
40963,1,42,165309,9,0,50,0,-1,1,0,0,1
35593,1,46,171850,9,0,42,0,-1,1,0,0,1
